"","DOI_data","title","author.list","authorAffiliation","correspondingAuthor","abstract","keywords.list","fullText"
"28","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 20-Mar-2017","Vegetable and fruit juice enhances antioxidant capacity and regulates antioxidant gene expression in rat liver, brain and colon","Vegetable and fruit juice enhances antioxidant capacity and regulates antioxidant gene expression in rat liver, brain and colon","Mutagenesis,1School of Public Health, Capital Medical University, Beijing, P.R. China,,","Send correspondence to Rong Xiao. School of Public Health, Capital Medical University, No. 10 Xitoutiao, You An Men, Fengtai District, 100069 Beijing, P.R. China. E-Mail: ylhmedu@126.com.","To explore the effect of fruit and vegetable (FV) juice on biomarkers of oxidative damage and antioxidant gene expression in rats, 36 adult male Wistar rats were randomly divided into control, low FV juice dosage or high FV juice dosage treatment groups. The rats were given freshly extracted FV juice or the same volume of saline water daily for five weeks. After intervention, serum and tissues specimens were collected for biomarker and gene expression measurement. FV juice intervention increased total antioxidant capacity, glutathione, vitamin C, ß-carotene, total polyphenols, flavonoids levels andglutathione peroxidaseenzyme activity in rat serum or tissues (p < 0.05). FV juice intervention caused reduction of malondialdehyde levels in rat liver (p < 0.05) and significantly modulated transcript levels of glutamate cysteine ligase catalytic subunit (GCLC) and NAD(P)H:quinone oxidoreductase l (NQO1)in rat liver and brain (p < 0.05). The results underline the potential of FV juice to improve the antioxidant capacity and to prevent the oxidative damage in liver, brain and colon.","Jie Zhen1 
			,Keywords: antioxidant; biomarkers; fruit and vegetable; gene expression","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100134&lang=pt"
"29","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 20-Mar-2017","Vegetable and fruit juice enhances antioxidant capacity and regulates antioxidant gene expression in rat liver, brain and colon","Vegetable and fruit juice enhances antioxidant capacity and regulates antioxidant gene expression in rat liver, brain and colon","Mutagenesis,1School of Public Health, Capital Medical University, Beijing, P.R. China,,","These two authors contributed equally to the present study.","To explore the effect of fruit and vegetable (FV) juice on biomarkers of oxidative damage and antioxidant gene expression in rats, 36 adult male Wistar rats were randomly divided into control, low FV juice dosage or high FV juice dosage treatment groups. The rats were given freshly extracted FV juice or the same volume of saline water daily for five weeks. After intervention, serum and tissues specimens were collected for biomarker and gene expression measurement. FV juice intervention increased total antioxidant capacity, glutathione, vitamin C, ß-carotene, total polyphenols, flavonoids levels andglutathione peroxidaseenzyme activity in rat serum or tissues (p < 0.05). FV juice intervention caused reduction of malondialdehyde levels in rat liver (p < 0.05) and significantly modulated transcript levels of glutamate cysteine ligase catalytic subunit (GCLC) and NAD(P)H:quinone oxidoreductase l (NQO1)in rat liver and brain (p < 0.05). The results underline the potential of FV juice to improve the antioxidant capacity and to prevent the oxidative damage in liver, brain and colon.","Jie Zhen1 
			,Keywords: antioxidant; biomarkers; fruit and vegetable; gene expression","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100134&lang=pt"
"30","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 06-Fev-2017","High genetic diversity and connectivity in Colossoma macropomum in the Amazon basin revealed by microsatellite markers","High genetic diversity and connectivity in Colossoma macropomum in the Amazon basin revealed by microsatellite markers","Evolutionary Genetics,1Programa de Pós Graduação em Aquicultura e Recursos Aquáticos Tropicais, Instituto Socioambiental e dos Recursos Hídricos (ISARH), Universidade Federal Rural da Amazônia (UFRA), Belém, PA, Brazil,2Instituto Socioambiental e dos Recursos Hídricos (ISARH), Universidade Federal Rural da Amazônia (UFRA), Belém, PA, Brazil,3Laboratório de Genética Humana e Médica, Instituto de Ciências Biológicas, Universidade Federal do Pará (UFPA), Belém, PA, Brazil,4Universidade Federal Rural da Amazônia (UFRA), Campus Capanema, Capanema, PA, Brazil,,","Received:
				August 25, 2015; Accepted:
				June 03, 2016","Colossoma macropomum is the second largest scaled fish of the Amazon. It is economically important for commercial fisheries and for aquaculture, but few studies have examined the diversity and genetic structure of natural populations of this species. The aim of this study was to investigate the levels of genetic variability and connectivity that exist between three natural populations of C. macropomum from the Amazon basin. In total, 247 samples were collected from the municipalities of Tefé, Manaus, and Santarém. The populations were genotyped using a panel of 12 multiplex microsatellite markers. The genetic diversity found in these populations was high and similar to other populations described in the literature. These populations showed a pattern of high gene flow associated with the lack of a genetic structure pattern, indicating that the number of migrants per generation and recent migration rates are high. The values of the FST, RST, and exact test of differentiation were not significant for pairwise comparisons between populations. The Bayesian population clustering analysis indicated a single population. Thus, the data provide evidence for high genetic diversity and high gene flow among C. macropomum populations in the investigated region of the Amazon basin. This information is important for programs aiming at the conservation of natural populations.","Glauber David Almeida Palheta1 
			,Keywords: Tambaqui; genetic variability; gene flow; genetic structure; single sequence repeats","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100142&lang=pt"
"31","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 06-Fev-2017","High genetic diversity and connectivity in Colossoma macropomum in the Amazon basin revealed by microsatellite markers","High genetic diversity and connectivity in Colossoma macropomum in the Amazon basin revealed by microsatellite markers","Evolutionary Genetics,1Programa de Pós Graduação em Aquicultura e Recursos Aquáticos Tropicais, Instituto Socioambiental e dos Recursos Hídricos (ISARH), Universidade Federal Rural da Amazônia (UFRA), Belém, PA, Brazil,2Instituto Socioambiental e dos Recursos Hídricos (ISARH), Universidade Federal Rural da Amazônia (UFRA), Belém, PA, Brazil,3Laboratório de Genética Humana e Médica, Instituto de Ciências Biológicas, Universidade Federal do Pará (UFPA), Belém, PA, Brazil,4Universidade Federal Rural da Amazônia (UFRA), Campus Capanema, Capanema, PA, Brazil,,","Send correspondence to Igor Guerreiro Hamoy. Programa de Pós Graduação em Aquicultura e Recursos Aquáticos Tropicais, Instituto Socioambiental e dos Recursos Hídricos (ISARH), Universidade Federal Rural da Amazônia (UFRA), Avenida Presidente Tancredo Neves, Nº 2501 Bairro: Terra Firme, Cep: 66.077-830, Belém, PA, Brazil. E-mail: igor.hamoy@ufra.edu.br
				","Colossoma macropomum is the second largest scaled fish of the Amazon. It is economically important for commercial fisheries and for aquaculture, but few studies have examined the diversity and genetic structure of natural populations of this species. The aim of this study was to investigate the levels of genetic variability and connectivity that exist between three natural populations of C. macropomum from the Amazon basin. In total, 247 samples were collected from the municipalities of Tefé, Manaus, and Santarém. The populations were genotyped using a panel of 12 multiplex microsatellite markers. The genetic diversity found in these populations was high and similar to other populations described in the literature. These populations showed a pattern of high gene flow associated with the lack of a genetic structure pattern, indicating that the number of migrants per generation and recent migration rates are high. The values of the FST, RST, and exact test of differentiation were not significant for pairwise comparisons between populations. The Bayesian population clustering analysis indicated a single population. Thus, the data provide evidence for high genetic diversity and high gene flow among C. macropomum populations in the investigated region of the Amazon basin. This information is important for programs aiming at the conservation of natural populations.","Glauber David Almeida Palheta1 
			,Keywords: Tambaqui; genetic variability; gene flow; genetic structure; single sequence repeats","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100142&lang=pt"
"32","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 02-Mar-2017","Molecular analyses reveal the occurrence of three new sympatric lineages of velvet worms (Onychophora: Peripatidae) in the eastern Amazon basin","Molecular analyses reveal the occurrence of three new sympatric lineages of velvet worms (Onychophora: Peripatidae) in the eastern Amazon basin","Evolutionary Genetics,1Laboratório de Genética e Conservação, Instituto de Estudos Costeiros, Universidade Federal do Pará, Bragança, PA, Brazil,2Laboratório de Genética e Biologia Molecular, Instituto de Estudos Costeiros, Universidade Federal do Pará, Bragança, PA, Brazil,,","Received:
				February 21, 2016; Accepted:
				August 27, 2016","In the present study, we investigated the possible existence of new lineages of peripatids through comparisons between known Neotropical species and specimens obtained from two locations in Pará, a state in eastern Brazilian Amazonia using a molecular approach based on sequences of the mtDNA genes COI, 16Sr RNA, and 18S RNA. The analyses included also sequences of Asian and African taxa for a more systematic understanding of the phylogenetic relationships within the group. The analysis of the COI, 16S rRNA and 18S RNA sequences permitted the identification of three distinct lineages (A, B and C) based on two different phylogenetic approaches (Bayesian methods and ML). The three lineages presented here are completely distinct from all other peripatid taxa so far defined by molecular data. The presence of specimens of three independent onychophoran lineages occurring in sympatry in the Amazon basin was confirmed in all the analyses, providing consistent support for the phylogenies presented in this study. These findings reinforce the importance of the Amazon region in the diversification of Neotropical peripatids, and indicate that onychophoran diversity is much greater than previously thought, given that the number of taxa found at a single site was equivalent to the total number of allopatric species described for the entire region.","Juliana Araripe1 
			,Keywords: Amazonia; new lineages; Peripatidae; phylogeny; Onychophora","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100147&lang=pt"
"33","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 02-Mar-2017","Molecular analyses reveal the occurrence of three new sympatric lineages of velvet worms (Onychophora: Peripatidae) in the eastern Amazon basin","Molecular analyses reveal the occurrence of three new sympatric lineages of velvet worms (Onychophora: Peripatidae) in the eastern Amazon basin","Evolutionary Genetics,1Laboratório de Genética e Conservação, Instituto de Estudos Costeiros, Universidade Federal do Pará, Bragança, PA, Brazil,2Laboratório de Genética e Biologia Molecular, Instituto de Estudos Costeiros, Universidade Federal do Pará, Bragança, PA, Brazil,,","Send correspondence to Péricles Sena do Rêgo. Laboratório de Genética e Conservação, Instituto de Estudos Costeiros, Universidade Federal do Pará, 68600-000 Bragança, PA, Brazil. E-mail: periclessena@yahoo.com.br
				","In the present study, we investigated the possible existence of new lineages of peripatids through comparisons between known Neotropical species and specimens obtained from two locations in Pará, a state in eastern Brazilian Amazonia using a molecular approach based on sequences of the mtDNA genes COI, 16Sr RNA, and 18S RNA. The analyses included also sequences of Asian and African taxa for a more systematic understanding of the phylogenetic relationships within the group. The analysis of the COI, 16S rRNA and 18S RNA sequences permitted the identification of three distinct lineages (A, B and C) based on two different phylogenetic approaches (Bayesian methods and ML). The three lineages presented here are completely distinct from all other peripatid taxa so far defined by molecular data. The presence of specimens of three independent onychophoran lineages occurring in sympatry in the Amazon basin was confirmed in all the analyses, providing consistent support for the phylogenies presented in this study. These findings reinforce the importance of the Amazon region in the diversification of Neotropical peripatids, and indicate that onychophoran diversity is much greater than previously thought, given that the number of taxa found at a single site was equivalent to the total number of allopatric species described for the entire region.","Juliana Araripe1 
			,Keywords: Amazonia; new lineages; Peripatidae; phylogeny; Onychophora","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100147&lang=pt"
"34","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 06-Mar-2017","DNA methylation modulates H19 and IGF2 expression in porcine female eye","DNA methylation modulates H19 and IGF2 expression in porcine female eye","Cellular, Molecular and Developmental Genetics,1College of Animal Science, Jilin University, Changchun, China,2Department of Emergency, First Hospital, Jilin University, Changchun, Jilin, China,3State Key Laboratory of Biotherapy, Sichuan University, Chengdu, Sichuan, China,4Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences, Guangdong, Guangzhou, China,,","Received:
				July 13, 2016; Accepted:
				October 04, 2016","The sexually dimorphic expression of H19/IGF2 is evolutionarily conserved. To investigate whether the expression of H19/IGF2 in the female porcine eye is sex-dependent, gene expression and methylation status were evaluated using quantitative real-time PCR (qPCR) and bisulfite sequencing PCR (BSP). We hypothesized that H19/IGF2 might exhibit a different DNA methylation status in the female eye. In order to evaluate our hypothesis, parthenogenetic (PA) cells were used for analysis by qPCR and BSP. Our results showed that H19 and IGF2 were over-expressed in the female eye compared with the male eye (3-fold and 2-fold, respectively). We observed a normal monoallelic methylation pattern for H19 differentially methylated regions (DMRs). Compared with H19 DMRs, IGF2 DMRs showed a different methylation pattern in the eye. Taken together, these results suggest that elevated expression of H19/IGF2 is caused by a specific chromatin structure that is regulated by the DNA methylation status of IGF2 DMRs in the female eye.","Hao Yang1 
			*,Keywords: H19/IGF2; gene expression; DNA methylation; parthenogenetic; pig","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100153&lang=pt"
"35","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 06-Mar-2017","DNA methylation modulates H19 and IGF2 expression in porcine female eye","DNA methylation modulates H19 and IGF2 expression in porcine female eye","Cellular, Molecular and Developmental Genetics,1College of Animal Science, Jilin University, Changchun, China,2Department of Emergency, First Hospital, Jilin University, Changchun, Jilin, China,3State Key Laboratory of Biotherapy, Sichuan University, Chengdu, Sichuan, China,4Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences, Guangdong, Guangzhou, China,,","Send correspondence to Zhanjun Li. College of Animal Science, 5333#, Xi'an Road, Changchun 130062, China, E-mail: lizj_1998@jlu.edu.cn
				","The sexually dimorphic expression of H19/IGF2 is evolutionarily conserved. To investigate whether the expression of H19/IGF2 in the female porcine eye is sex-dependent, gene expression and methylation status were evaluated using quantitative real-time PCR (qPCR) and bisulfite sequencing PCR (BSP). We hypothesized that H19/IGF2 might exhibit a different DNA methylation status in the female eye. In order to evaluate our hypothesis, parthenogenetic (PA) cells were used for analysis by qPCR and BSP. Our results showed that H19 and IGF2 were over-expressed in the female eye compared with the male eye (3-fold and 2-fold, respectively). We observed a normal monoallelic methylation pattern for H19 differentially methylated regions (DMRs). Compared with H19 DMRs, IGF2 DMRs showed a different methylation pattern in the eye. Taken together, these results suggest that elevated expression of H19/IGF2 is caused by a specific chromatin structure that is regulated by the DNA methylation status of IGF2 DMRs in the female eye.","Hao Yang1 
			*,Keywords: H19/IGF2; gene expression; DNA methylation; parthenogenetic; pig","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100153&lang=pt"
"36","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 06-Mar-2017","DNA methylation modulates H19 and IGF2 expression in porcine female eye","DNA methylation modulates H19 and IGF2 expression in porcine female eye","Cellular, Molecular and Developmental Genetics,1College of Animal Science, Jilin University, Changchun, China,2Department of Emergency, First Hospital, Jilin University, Changchun, Jilin, China,3State Key Laboratory of Biotherapy, Sichuan University, Chengdu, Sichuan, China,4Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences, Guangdong, Guangzhou, China,,","These three authors contributed equally to this work.","The sexually dimorphic expression of H19/IGF2 is evolutionarily conserved. To investigate whether the expression of H19/IGF2 in the female porcine eye is sex-dependent, gene expression and methylation status were evaluated using quantitative real-time PCR (qPCR) and bisulfite sequencing PCR (BSP). We hypothesized that H19/IGF2 might exhibit a different DNA methylation status in the female eye. In order to evaluate our hypothesis, parthenogenetic (PA) cells were used for analysis by qPCR and BSP. Our results showed that H19 and IGF2 were over-expressed in the female eye compared with the male eye (3-fold and 2-fold, respectively). We observed a normal monoallelic methylation pattern for H19 differentially methylated regions (DMRs). Compared with H19 DMRs, IGF2 DMRs showed a different methylation pattern in the eye. Taken together, these results suggest that elevated expression of H19/IGF2 is caused by a specific chromatin structure that is regulated by the DNA methylation status of IGF2 DMRs in the female eye.","Hao Yang1 
			*,Keywords: H19/IGF2; gene expression; DNA methylation; parthenogenetic; pig","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100153&lang=pt"
"37","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 20-Out-2016","Sequencing and de novo assembly of the Asian gypsy moth transcriptome using the Illumina platform","Sequencing and de novo assembly of the Asian gypsy moth transcriptome using the Illumina platform","Genomics and Bioinformatics,1Department of Biological and Pharmaceutical Engineering, College of Chemistry and Chemical Engineering, Taiyuan University of Technology, Taiyuan, Shanxi, China,,","Received:
				October 08, 2015; Accepted:
				March 13, 2016","The Asian gypsy moth (Lymantria dispar) is a serious pest of forest and shade trees in many Asian and some European countries. However, there have been few studies of L. dispar genetic information and comprehensive genetic analyses of this species are needed in order to understand its genetic and metabolic sensitivities, such as the molting mechanism during larval development. In this study, high-throughput sequencing technology was used to sequence the transcriptome of the Asian subspecies of the gyspy moth, after which a comprehensive analysis of chitin metabolism was undertaken. We generated 37,750,380 high-quality reads and assembled them into contigs. A total of 37,098 unigenes were identified, of which 15,901 were annotated in the NCBI non-redundant protein database and 9,613 were annotated in the Swiss-Prot database. We mapped 4,329 unigenes onto 317 pathways using the Kyoto Encyclopedia of Genes and Genomes Pathway database. Chitin metabolism unigenes were found in the transcriptome and the data indicated that a variety of enzymes was involved in chitin catabolic and biosynthetic pathways.","Liu Jianhong1 
			,Keywords Asian gypsy moth; chitin metabolism; transcriptome; unigenes","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100160&lang=pt"
"38","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 20-Out-2016","Sequencing and de novo assembly of the Asian gypsy moth transcriptome using the Illumina platform","Sequencing and de novo assembly of the Asian gypsy moth transcriptome using the Illumina platform","Genomics and Bioinformatics,1Department of Biological and Pharmaceutical Engineering, College of Chemistry and Chemical Engineering, Taiyuan University of Technology, Taiyuan, Shanxi, China,,","Send correspondence to Fan Xiaojun. Department of Biological and Pharmaceutical Engineering, College of Chemistry and Chemical Engineering, Taiyuan University of Technology, Taiyuan 030024, Shanxi, China. E-mail: fxjbio@163.com
				","The Asian gypsy moth (Lymantria dispar) is a serious pest of forest and shade trees in many Asian and some European countries. However, there have been few studies of L. dispar genetic information and comprehensive genetic analyses of this species are needed in order to understand its genetic and metabolic sensitivities, such as the molting mechanism during larval development. In this study, high-throughput sequencing technology was used to sequence the transcriptome of the Asian subspecies of the gyspy moth, after which a comprehensive analysis of chitin metabolism was undertaken. We generated 37,750,380 high-quality reads and assembled them into contigs. A total of 37,098 unigenes were identified, of which 15,901 were annotated in the NCBI non-redundant protein database and 9,613 were annotated in the Swiss-Prot database. We mapped 4,329 unigenes onto 317 pathways using the Kyoto Encyclopedia of Genes and Genomes Pathway database. Chitin metabolism unigenes were found in the transcriptome and the data indicated that a variety of enzymes was involved in chitin catabolic and biosynthetic pathways.","Liu Jianhong1 
			,Keywords Asian gypsy moth; chitin metabolism; transcriptome; unigenes","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100160&lang=pt"
"39","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 20-Fev-2017","Comparative transcriptome and potential antiviral signaling pathways analysis of the gills in the red swamp crayfish, Procambarus clarkii infected with White Spot Syndrome Virus (WSSV)","Comparative transcriptome and potential antiviral signaling pathways analysis of the gills in the red swamp crayfish, Procambarus clarkii infected with White Spot Syndrome Virus (WSSV)","Genomics and Bioinformatics,1School of Life Science and Technology, Inner Mongolia University of Science and Technology, Baotou, Inner Mongolia Autonomous Region, China,,","Received:
				May 12, 2016; Accepted:
				July 05, 2016","Red swamp crayfish is an important model organism for research of the invertebrate innate immunity mechanism. Its excellent disease resistance against bacteria, fungi, and viruses is well-known. However, the antiviral mechanisms of crayfish remain unclear. In this study, we obtained high-quality sequence reads from normal and white spot syndrome virus (WSSV)-challenged crayfish gills. For group normal (GN), 39,390,280 high-quality clean reads were randomly assembled to produce 172,591 contigs; whereas, 34,011,488 high-quality clean reads were randomly assembled to produce 182,176 contigs for group WSSV-challenged (GW). After GO annotations analysis, a total of 35,539 (90.01%), 14,931 (37.82%), 28,221 (71.48%), 25,290 (64.05%), 15,595 (39.50%), and 13,848 (35.07%) unigenes had significant matches with sequences in the Nr, Nt, Swiss-Prot, KEGG, COG and GO databases, respectively. Through the comparative analysis between GN and GW, 12,868 genes were identified as differentially up-regulated DEGs, and 9,194 genes were identified as differentially down-regulated DEGs. Ultimately, these DEGs were mapped into different signaling pathways, including three important signaling pathways related to innate immunity responses. These results could provide new insights into crayfish antiviral immunity mechanism.","Keywords: Procambarus clarkii; WSSV; gills; Illumina sequencing; de novo assembly; comparative transcriptomics","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100168&lang=pt"
"40","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 20-Fev-2017","Comparative transcriptome and potential antiviral signaling pathways analysis of the gills in the red swamp crayfish, Procambarus clarkii infected with White Spot Syndrome Virus (WSSV)","Comparative transcriptome and potential antiviral signaling pathways analysis of the gills in the red swamp crayfish, Procambarus clarkii infected with White Spot Syndrome Virus (WSSV)","Genomics and Bioinformatics,1School of Life Science and Technology, Inner Mongolia University of Science and Technology, Baotou, Inner Mongolia Autonomous Region, China,,","Send correspondence to Zhi-Qiang Du. School of Life Science and Technology, Inner Mongolia University of Science and Technology, No.7 Arding Street, Baotou City, Inner Mongolia Autonomous Region 014010, China. E-mail: nmdzq1981@163.com
				","Red swamp crayfish is an important model organism for research of the invertebrate innate immunity mechanism. Its excellent disease resistance against bacteria, fungi, and viruses is well-known. However, the antiviral mechanisms of crayfish remain unclear. In this study, we obtained high-quality sequence reads from normal and white spot syndrome virus (WSSV)-challenged crayfish gills. For group normal (GN), 39,390,280 high-quality clean reads were randomly assembled to produce 172,591 contigs; whereas, 34,011,488 high-quality clean reads were randomly assembled to produce 182,176 contigs for group WSSV-challenged (GW). After GO annotations analysis, a total of 35,539 (90.01%), 14,931 (37.82%), 28,221 (71.48%), 25,290 (64.05%), 15,595 (39.50%), and 13,848 (35.07%) unigenes had significant matches with sequences in the Nr, Nt, Swiss-Prot, KEGG, COG and GO databases, respectively. Through the comparative analysis between GN and GW, 12,868 genes were identified as differentially up-regulated DEGs, and 9,194 genes were identified as differentially down-regulated DEGs. Ultimately, these DEGs were mapped into different signaling pathways, including three important signaling pathways related to innate immunity responses. These results could provide new insights into crayfish antiviral immunity mechanism.","Keywords: Procambarus clarkii; WSSV; gills; Illumina sequencing; de novo assembly; comparative transcriptomics","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100168&lang=pt"
"41","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 02-Mar-2017","FOXP in Tetrapoda: Intrinsically Disordered Regions, Short Linear Motifs and their evolutionary significance","FOXP in Tetrapoda: Intrinsically Disordered Regions, Short Linear Motifs and their evolutionary significance","Genomics and bioinformatics,1Programa de Pós-Graduação em Genética e Biologia Molecular, Departamento de Genética, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil.,2Programa de Pós-Graduação em Epidemiologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil.,3Programa de Pós-Graduação em Genética e Biodiversidade, Instituto de Biologia, Universidade Federal da Bahia, Salvador, BA, Brazil.,,","Received:
				May 25, 2016; Accepted:
				October 03, 2016","The FOXP subfamily is probably the most extensively characterized subfamily of the forkhead superfamily, playing important roles in development and homeostasis in vertebrates. Intrinsically disorder protein regions (IDRs) are protein segments that exhibit multiple physical interactions and play critical roles in various biological processes, including regulation and signaling. IDRs in proteins may play an important role in the evolvability of genetic systems. In this study, we analyzed 77 orthologous FOXP genes/proteins from Tetrapoda, regarding protein disorder content and evolutionary rate. We also predicted the number and type of short linear motifs (SLIMs) in the IDRs. Similar levels of protein disorder (approximately 70%) were found for FOXP1, FOXP2, and FOXP4. However, for FOXP3, which is shorter in length and has a more specific function, the disordered content was lower (30%). Mammals showed higher protein disorders for FOXP1 and FOXP4 than non-mammals. Specific analyses related to linear motifs in the four genes showed also a clear differentiation between FOXPs in mammals and non-mammals. We predicted for the first time the role of IDRs and SLIMs in the FOXP gene family associated with possible adaptive novelties within Tetrapoda. For instance, we found gain and loss of important phosphorylation sites in the Homo sapiens FOXP2 IDR regions, with possible implication for the evolution of human speech.","Pamela Paré1 
			,Keywords: FOXP2; Intrinsically disordered protein regions; forkhead superfamily; short linear motif; molecular evolution","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100181&lang=pt"
"42","Genet. Mol. Biol. vol.40 no.1 Ribeirão Preto jan./mar. 2017
			 Epub 02-Mar-2017","FOXP in Tetrapoda: Intrinsically Disordered Regions, Short Linear Motifs and their evolutionary significance","FOXP in Tetrapoda: Intrinsically Disordered Regions, Short Linear Motifs and their evolutionary significance","Genomics and bioinformatics,1Programa de Pós-Graduação em Genética e Biologia Molecular, Departamento de Genética, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil.,2Programa de Pós-Graduação em Epidemiologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil.,3Programa de Pós-Graduação em Genética e Biodiversidade, Instituto de Biologia, Universidade Federal da Bahia, Salvador, BA, Brazil.,,","Send correspondence to Maria Cátira Bortolini. Departamento de Genética, Instituto de Biociências, Universidade Federal do Rio Grande do Sul, Campus do Vale, Caixa Postal 15053, 91501-970 Porto Alegre, RS, Brazil. E-mail: maria.bortolini@ufrgs.br.","The FOXP subfamily is probably the most extensively characterized subfamily of the forkhead superfamily, playing important roles in development and homeostasis in vertebrates. Intrinsically disorder protein regions (IDRs) are protein segments that exhibit multiple physical interactions and play critical roles in various biological processes, including regulation and signaling. IDRs in proteins may play an important role in the evolvability of genetic systems. In this study, we analyzed 77 orthologous FOXP genes/proteins from Tetrapoda, regarding protein disorder content and evolutionary rate. We also predicted the number and type of short linear motifs (SLIMs) in the IDRs. Similar levels of protein disorder (approximately 70%) were found for FOXP1, FOXP2, and FOXP4. However, for FOXP3, which is shorter in length and has a more specific function, the disordered content was lower (30%). Mammals showed higher protein disorders for FOXP1 and FOXP4 than non-mammals. Specific analyses related to linear motifs in the four genes showed also a clear differentiation between FOXPs in mammals and non-mammals. We predicted for the first time the role of IDRs and SLIMs in the FOXP gene family associated with possible adaptive novelties within Tetrapoda. For instance, we found gain and loss of important phosphorylation sites in the Homo sapiens FOXP2 IDR regions, with possible implication for the evolution of human speech.","Pamela Paré1 
			,Keywords: FOXP2; Intrinsically disordered protein regions; forkhead superfamily; short linear motif; molecular evolution","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572017000100181&lang=pt"
